Date,Team,Acquired,Relinquished,Notes
2017-01-27,Blazers,Tim Quarterman,,activated from IL
2017-01-27,Cavaliers,Richard Jefferson,,returned to lineup
2017-01-27,Celtics,,Al Horford,groin injury (DTD)
2017-01-27,Celtics,,Al Horford,placed on IL with sore left groin
2017-01-27,Grizzlies,,Jarell Martin,placed on IL
2017-01-27,Grizzlies,Brandan Wright,,activated from IL
2017-01-27,Grizzlies,Chandler Parsons,,returned to lineup
2017-01-27,Grizzlies,JaMychal Green,,returned to lineup
2017-01-27,Hawks,Mike Muscala,,activated from IL
2017-01-27,Heat,,Hassan Whiteside,ankle injury (DTD)
2017-01-27,Hornets,Jeremy Lamb,,activated from IL
2017-01-27,Magic,,C.J. Wilcox,left ankle / Achilles tendinitis (DTD)
2017-01-27,Magic,,Evan Fournier,sore right foot (DTD)
2017-01-27,Magic,D.J. Augustine,,returned to lineup
2017-01-27,Nets,,Brook Lopez,rest (DTD)
2017-01-27,Nets,,Caris LeVert,rest (DTD)
2017-01-27,Nets,,Trevor Booker,illness (DTD)
2017-01-27,Nuggets,,Nikola Jokic,strained left hip flexor (DTD)
2017-01-27,Spurs,,Jonathon Simmons,placed on IL with sprained right wrist
2017-01-27,Spurs, Tony Parker,,activated from IL
2017-01-27,Spurs,Kawhi Leonard,,returned to lineup
2017-01-27,Thunder,,Enes Kanter,surgery on right arm / hand to repair fracture (out indefinitely)
2017-01-27,Celtics,Demetrius Jackson,,returned to lineup
2017-01-27,Pistons,Michael Gbinije,,activated from IL
2017-01-28,Clippers,,Chris Paul,placed on IL recoverimg from surgery on left thumb to repair torn ligament
2017-01-28,Grizzlies,,Deyonta Davis,left foot injury (DTD)
2017-01-28,Grizzlies,Troy Daniels,,returned to lineup
2017-01-28,Hawks,,Thabo Sefolosha,groin injury (DTD)
2017-01-28,Heat,Hassan Whiteside,,returned to lineup
2017-01-28,Hornets,,Jeremy Lamb,metatarsal inflammation (DTD)
2017-01-28,Knicks,,Derrick Rose,sprained left ankle (DTD)
2017-01-28,Nets,Brook Lopez,,returned to lineup
2017-01-28,Nets,Caris LeVert,,returned to lineup
2017-01-28,Nets,Trevor Booker,,returned to lineup
2017-01-29,76ers,,Joel Embiid,rest (DTD)
2017-01-29,Blazers,,Tim Quarterman,placed on IL
2017-01-29,Blazers,Moe Harkless,,returned to lineup
2017-01-29,Bulls,,Taj Gibson,placed on IL with sore left ankle
2017-01-29,Bulls,Isaiah Canaan,,activated from IL
2017-01-29,Hawks,,Thabo Sefolosha,placed on IL with groin injury (DTD)
2017-01-29,Knicks,,Derrick Rose,placed on IL with sprained left ankle
2017-01-29,Knicks,Marshall Plumlee,,activated from IL
2017-01-29,Magic,,C.J. Wilcox,left Achilles tendinitis (DTD)
2017-01-29,Mavericks,Dirk Nowitzki,,returned to lineup
2017-01-29,Mavericks,Wes Matthews Jr.,,returned to lineup
2017-01-29,Raptors,DeMar DeRozan,,activated from IL
2017-01-29,Rockets,Eric Gordon,,returned to lineup
2017-01-29,Thunder,,Enes Kanter,placed on IL recovering from surgery on right arm / hand to repair fracture
2017-01-29,Thunder,Semaj Christon,,activated from IL
2017-01-29,Warriors,,Stephen Curry,placed on IL with stomach flu
2017-01-29,Warriors,Damian Jones,,activated from IL
2017-01-29,Blazers,Ed Davis ,,activated from IL
2017-01-29,Blazers,Tim Quarterman,,returned to lineup
2017-01-29,Blazers,,Ed Davis ,left wrist injury
2017-01-29,Raptors,,Bruno Caboclo,placed on IL
2017-01-30,76ers,,Joel Embiid,bruised left knee (out for season)
2017-01-30,76ers,Jahlil Okafor,,returned to lineup
2017-01-30,Cavaliers,,Kevin Love,lower back spasms (DTD)
2017-01-30,Celtics,Al Horford,,activated from IL
2017-01-30,Grizzlies,,Deyonta Davis,placed on IL with left foot injury
2017-01-30,Grizzlies,Brandan Wright,,activated from IL
2017-01-30,Grizzlies,Wade Baldwin IV,,activated from IL
2017-01-30,Heat,Tyler Johnson,,returned to lineup
2017-01-30,Lakers,,Julius Randle,pneumonia (DTD)
2017-01-30,Magic,Evan Fournier,,returned to lineup
2017-01-30,Mavericks,,Andrew Bogut,strained right hamstring (DTD)
2017-01-31,Hornets,Jeremy Lamb,,returned to lineup
2017-01-31,Knicks,,Kristaps Porzingis,illness (DTD)
2017-01-31,Lakers,,Julius Randle,placed on IL with pneumonia
2017-01-31,Lakers,D'Angelo Russell,,activated from IL
2017-01-31,Nuggets,,Will Barton,sore left ankle (DTD)
2017-01-31,Pelicans,,Tyreke Evans,left ankle injury (DTD)
2017-01-31,Raptors,,DeMar DeRozan,placed on IL with sore right ankle
2017-01-31,Raptors,Delon Wright,,activated from IL
2017-01-31,Spurs,,Bryn Forbes,placed on IL
2017-01-31,Spurs,Jonathon Simmons,,returned to lineup
2017-02-01,76ers,,Robert Covington,bruised right hand/wrist (DTD)
2017-02-01,Bucks,,Rashad Vaughn,placed on IL
2017-02-01,Bucks,Steve Novak,,activated from IL
2017-02-01,Bulls,,Denzel Valentine,placed on IL
2017-02-01,Bulls,Taj Gibson,,activated from IL
2017-02-01,Celtics,,Kelly Olynyk,sore/strained left shoulder (DTD)
2017-02-01,Grizzlies,,Wade Baldwin IV,placed on IL
2017-02-01,Grizzlies,Deyonta Davis,,activated from IL
2017-02-01,Jazz,,Derrick Favors,placed on IL
2017-02-01,Jazz,,Rodney Hood,hyperextended right knee (DTD)
2017-02-01,Jazz,Raul Neto,,activated from IL
2017-02-01,Knicks,Kristaps Porzingis,,returned to lineup
2017-02-01,Nets,,Chris McCullough,placed on IL
2017-02-01,Nets,Joe Harris,,activated from IL
2017-02-01,Nuggets,,Nikola Jokic,placed on IL with strained left hip flexor
2017-02-01,Nuggets,,Will Barton,placed on IL with sore left ankle
2017-02-01,Nuggets,Emmanuel Mudiay,,activated from IL
2017-02-01,Pacers,,Georges Niang,placed on IL
2017-02-01,Pacers,,Rakeem Christmas,placed on IL with right groin injury
2017-02-01,Pacers,Kevin Seraphin,,activated from IL
2017-02-01,Pacers,Rodney Stuckey,,activated from IL
2017-02-01,Pelicans,Tyreke Evans,,returned to lineup
2017-02-01,Suns,,Jared Dudley,placed on IL with illness
2017-02-01,Suns,,Ronnie Price,placed on IL
2017-02-01,Suns,Dragan Bender,,activated from IL
2017-02-01,Thunder,,Alex Abrines,placed on IL with back spasms
2017-02-01,Thunder,Josh Huestis,,activated from IL
2017-02-01,Warriors,,Shaun Livingston,strained back (DTD)
2017-02-01,Warriors,,Zaza Pachulia,strained right rotator cuff (DTD)
2017-02-01,Warriors,Stephen Curry,,activated from IL
2017-02-02,76ers,,Joel Embiid,rest (DTD)
2017-02-02,76ers,,Nerlens Noel,upper respiratory infection (DTD)
2017-02-02,Kings,,Garrett Temple,torn left hamstring (DTD)
2017-02-02,Lakers,,Thomas Robinson,placed on IL
2017-02-02,Lakers,Julius Randle,,activated from IL
2017-02-02,Nuggets,,Danilo Gallinari,strained groin (DTD)
2017-02-02,Pacers,,Rodney Stuckey,sprained right ankle (DTD)
2017-02-02,Spurs,,LaMarcus Aldridge,placed on IL with sore right knee
2017-02-02,Spurs,Bryn Forbes,,activated from IL
2017-02-02,Warriors,,Draymond Green,bruised left shoulder (DTD)
2017-02-02,Warriors,,Shaun Livingston,placed on IL with strained back
2017-02-02,Warriors,,Zaza Pachulia,placed on IL with strained right rotator cuff
2017-02-03,Blazers,Ed Davis ,,returned to lineup
2017-02-03,Bulls,,Jimmy Butler,bruised right heel (DTD)
2017-02-03,Celtics,Kelly Olynyk,,returned to lineup
2017-02-03,Hornets,,Ramon Sessions,torn lateral meniscus in left knee (out indefinitely)
2017-02-03,Kings,,Arron Afflalo,illness (DTD)
2017-02-03,Lakers,,Julius Randle,illness (DTD)
2017-02-03,Mavericks,,Andrew Bogut,placed on IL with strained right hamstring
2017-02-03,Mavericks,,Devin Harris,illness (DTD)
2017-02-03,Nuggets,,Danilo Gallinari,placed on IL with strained groin
2017-02-03,Nuggets,,Johnny O'Bryant III,placed on IL
2017-02-03,Nuggets,Nikola Jokic,,activated from IL
2017-02-03,Nuggets,Will Barton,,activated from IL
2017-02-03,Pacers,,Rodney Stuckey,placed on IL with sprained right ankle
2017-02-03,Pacers,Georges Niang,,activated from IL
2017-02-03,Rockets,,Nene Hilario ,sore groin (DTD)
2017-02-03,Suns,,Dragan Bender,placed on IL with right ankle injury
2017-02-03,Suns,Ronnie Price,,activated from IL
2017-02-03,Timberwolves,,Adreian Payne,thrombocytopenia (blood disorder) (DTD)
2017-02-03,Timberwolves,,Kris Dunn,right hand injury (DTD)
2017-02-03,Timberwolves,,Zach LaVine,torn ACL in left knee (out for season)
2017-02-03,Mavericks,Deron Williams,,activated from IL
2017-02-03,Mavericks,,Deron Williams,sprained right big toe (DTD)
2017-02-04,76ers,,Jahlil Okafor,knee injury (DTD)
2017-02-04,76ers,,Joel Embiid,sore left knee (out for seaon)
2017-02-04,76ers,Nerlens Noel,,returned to lineup
2017-02-04,Bucks,,Roy Hibbert,placed on IL
2017-02-04,Bucks,Rashad Vaughn,,activated from IL
2017-02-04,Bulls,,Cristiano Felicio,right leg injury (DTD)
2017-02-04,Cavaliers,,Kyrie Irving,bruised right quadriceps (DTD)
2017-02-04,Cavaliers,Kevin Love,,returned to lineup
2017-02-04,Grizzlies,,Chandler Parsons,DNP
2017-02-04,Grizzlies,,Marc Gasol,rest (DTD)
2017-02-04,Jazz,,Rodney Hood,placed on IL with right knee injury
2017-02-04,Jazz,Derrick Favors,,activated from IL
2017-02-04,Kings,,Garrett Temple,placed on IL with torn left hamstring
2017-02-04,Kings,Arron Afflalo,,returned to lineup
2017-02-04,Nuggets,,Darrell Arthur,placed on IL
2017-02-04,Pacers,,Thaddeus Young,placed on IL with sprained left wrist
2017-02-04,Pacers,Rakeem Christmas,,activated from IL
2017-02-04,Raptors,,Patrick Patterson,bruised left knee (DTD)
2017-02-04,Spurs,LaMarcus Aldridge,,activated from IL
2017-02-04,Suns,,Ronnie Price,placed on IL
2017-02-04,Suns,Jared Dudley,,activated from IL
2017-02-04,Timberwolves,,Zach LaVine,placed on IL with torn ACL in left knee (out for season)
2017-02-04,Warriors,Draymond Green,,returned to lineup
2017-02-04,Warriors,Shaun Livingston,,activated from IL
2017-02-04,Spurs,,Bryn Forbes,placed on IL
2017-02-05,Nets,,Caris LeVert,sore right knee (DTD)
2017-02-05,Thunder,Alex Abrines,,activated from IL
2017-02-05,Thunder,,Josh Huestis,placed on IL
2017-02-06,76ers,,Joel Embiid,bruised left knee (out for season)
2017-02-06,76ers,Jahlil Okafor,,returned to lineup
2017-02-06,76ers,Robert Covington,,returned to lineup
2017-02-06,Bulls,,Cristiano Felicio,placed on IL with strained lower right leg
2017-02-06,Bulls,Denzel Valentine,,activated from IL
2017-02-06,Cavaliers,Kyrie Irving,,returned to lineup
2017-02-06,Grizzlies,Chandler Parsons,,returned to lineup
2017-02-06,Grizzlies,Marc Gasol,,returned to lineup
2017-02-06,Knicks,,Joakim Noah,placed on IL with sore left hamstring
2017-02-06,Knicks,Derrick Rose,,activated from IL
2017-02-06,Lakers,,Marcelo Huertas,placed on IL
2017-02-06,Lakers,Julius Randle,,returned to lineup
2017-02-06,Lakers,Ron Artest,,activated from IL
2017-02-06,Mavericks,,Deron Williams,sprained right big toe (DTD)
2017-02-06,Mavericks,Devin Harris,,returned to lineup
2017-02-06,Nets,,Quincy Acy,sprained left ankle (DTD)
2017-02-06,Nuggets,,Emmanuel Mudiay,placed on IL with back injury
2017-02-06,Nuggets,Darrell Arthur,,activated from IL
2017-02-06,Pacers,Rodney Stuckey,,activated from IL
2017-02-06,Pistons,,Reggie Bullock,placed on IL with illness
2017-02-06,Raptors,DeMar DeRozan,,activated from IL
2017-02-06,Spurs,,Kawhi Leonard,bruised right quadriceps (DTD)
2017-02-06,Suns,,Derrick Jones Jr.,placed on IL
2017-02-06,Suns,,Dragan Bender,placed on IL with bruised right ankle
2017-02-06,Suns,Jared Dudley,,activated from IL
2017-02-06,Suns,Ronnie Price,,activated from IL
2017-02-06,Pacers,,Georges Niang,placed on IL
2017-02-06,Raptors,,Delon Wright,placed on IL
2017-02-06,Pistons,Michael Gbinije,,activated from IL
2017-02-07,Blazers,,Evan Turner,fractured right hand (out indefinitely)
2017-02-07,Mavericks,,Deron Williams,sprained right big toe (DTD)
2017-02-07,Nets,,Quincy Acy,placed on IL with sprained left ankle
2017-02-07,Nets,Chris McCullough,,activated from IL
2017-02-07,Pelicans,,Tyreke Evans,sprained left ankle (DTD)
2017-02-07,Rockets,Nene Hilario ,,returned to lineup
2017-02-08,76ers,,Richaun Holmes,upper respiratory infection (DTD)
2017-02-08,Blazers,,Evan Turner,surgery on right hand to repair fracture (out indefinitely)
2017-02-08,Bucks,,Jabari Parker,torn ACL in left knee (out for season)
2017-02-08,Bucks,,Spencer Hawes,placed on IL
2017-02-08,Bucks,Khris Middleton,,activated from IL
2017-02-08,Bulls,,Dwyane Wade,placed on IL with upper respiratory illness
2017-02-08,Bulls,Cristiano Felicio,,activated from IL
2017-02-08,Cavaliers,,Iman Shumpert,sprained left ankle (DTD)
2017-02-08,Grizzlies,,Vince Carter,rest (DTD)
2017-02-08,Grizzlies,,Zach Randolph,sore left foot (DTD)
2017-02-08,Heat,,Dion Waiters,sprained left ankle (DTD)
2017-02-08,Hornets,,Ramon Sessions,surgery on left knee to repair torn lateral meniscus (out for season)
2017-02-08,Lakers,,Ron Artest,placed on IL
2017-02-08,Lakers,Marcelo Huertas,,activated from IL
2017-02-08,Magic,,Aaron Gordon,bone bruise in right foot (DTD)
2017-02-08,Nets,Caris LeVert,,returned to lineup
2017-02-08,Nuggets,,Emmanuel Mudiay,placed on IL
2017-02-08,Pistons,Reggie Bullock,,activated from IL
2017-02-08,Spurs,Kawhi Leonard,,returned to lineup
2017-02-08,Suns,,Dragan Bender,surgery on right ankle to remove bone spur (out indefinitely)
2017-02-08,Suns,,Ronnie Price,placed on IL
2017-02-08,Suns,Derrick Jones Jr.,,activated from IL
2017-02-08,Wizards,,Markieff Morris,placed on IL with tightness in right calf
2017-02-08,Wizards,Ian Mahinmi,,activated from IL
2017-02-08,Pistons,,Michael Gbinije,placed on IL
2017-02-08,Nuggets,,Kenneth Faried,sprained right ankle (DTD)
2017-02-09,76ers,,Joel Embiid,rest (DTD)
2017-02-09,Blazers,,Evan Turner,recovering from surgery on right hand to repair fracture (out indefinitely)
2017-02-09,Bulls,,Paul Zipser,left ankle tendinitis (DTD)
2017-02-09,Hornets,,Mike Tobey,placed on IL
2017-02-09,Hornets,,Ramon Sessions,placed on IL recovering from surgery on left knee to repair torn lateral meniscus (out for season)
2017-02-09,Hornets,Cody Zeller,,activated from IL
2017-02-09,Jazz,,George Hill,sore left big toe (DTD)
2017-02-09,Kings,,Ty Lawson,adductor muscle injury / strained left hamstring (DTD)
2017-02-09,Mavericks,,Deron Williams,sprained left big toe (DTD)
2017-02-09,Rockets,,Eric Gordon,sore lower back (DTD)
2017-02-09,Rockets,,Nene Hilario ,rest / shoulder injury (DTD)
2017-02-10,Bucks,,Jabari Parker,placed on IL with torn ACL in left knee
2017-02-10,Bucks,Spencer Hawes,,activated from IL
2017-02-10,Bulls,,Paul Zipser,placed on IL with left ankle tendinitis
2017-02-10,Bulls,Dwyane Wade,,activated from IL
2017-02-10,Bulls,Jimmy Butler,,returned to lineup
2017-02-10,Grizzlies,,Chandler Parsons,rest (DTD)
2017-02-10,Grizzlies,Zach Randolph,,returned to lineup
2017-02-10,Lakers,,Marcelo Huertas,placed on IL
2017-02-10,Lakers,Thomas Robinson,,activated from IL
2017-02-10,Nuggets,,Kenneth Faried,placed on IL with sprained right ankle
2017-02-10,Pelicans,,Terrence Jones,sprained right thumb (DTD)
2017-02-10,Spurs,,Dejounte Murray,placed on IL
2017-02-10,Suns,,Derrick Jones Jr.,placed on IL
2017-02-10,Suns,Ronnie Price,,activated from IL
2017-02-10,Timberwolves,Kris Dunn,,returned to lineup
2017-02-10,Wizards,,Daniel Ochefu,placed on IL
2017-02-10,Wizards,Markieff Morris,,activated from IL
2017-02-10,Nuggets,Emmanuel Mudiay,,activated from IL
2017-02-10,Wizards,Danuel House,,returned to lineup
2017-02-10,Nuggets,,Emmanuel Mudiay,sore lower back (DTD)
2017-02-10,Spurs,Bryn Forbes,,activated from IL
2017-02-11,76ers,,Joel Embiid,bruised left knee (out for season)
2017-02-11,76ers,Richaun Holmes,,returned to lineup
2017-02-11,Bucks,,Khris Middleton,placed on IL
2017-02-11,Bucks,Roy Hibbert,,activated from IL
2017-02-11,Celtics,Demetrius Jackson,,activated from IL
2017-02-11,Hornets,,Cody Zeller,placed on IL with sore quadriceps
2017-02-11,Hornets,Mike Tobey,,activated from IL
2017-02-11,Jazz,George Hill,,returned to lineup
2017-02-11,Rockets,Nene Hilario ,,returned to lineup
2017-02-11,Suns,,Eric Bledsoe,placed on IL for rest
2017-02-11,Suns,,Tyson Chandler,placed on IL with sprained right ankle
2017-02-11,Suns,Derrick Jones Jr.,,activated from IL
2017-02-12,Bulls,,Dwyane Wade,bruised right wrist (DTD)
2017-02-12,Bulls,,Jimmy Butler,bruised right heel (DTD)
2017-02-12,Bulls,,Nikola Mirotic,back spasms (DTD)
2017-02-12,Cavaliers,,Kevin Love,left knee injury (DTD)
2017-02-12,Knicks,,Maurice N'dour,placed on IL
2017-02-12,Knicks,Lance Thomas,,activated from IL
2017-02-12,Pelicans,Tyreke Evans,,returned to lineup
2017-02-12,Raptors,,Patrick Patterson,placed on IL with bruised left knee
2017-02-12,Raptors,Delon Wright,,activated from IL
2017-02-12,Spurs,,Jonathon Simmons,placed on IL with illness
2017-02-12,Spurs,Dejounte Murray,,activated from IL
2017-02-13,Blazers,,Evan Turner,placed on IL recovering from surgery on right hand to repair fracture
2017-02-13,Bucks,,Roy Hibbert,placed on IL
2017-02-13,Bucks,Khris Middleton,,activated from IL
2017-02-13,Celtics,,Chris Wilcox,placed on IL with left Achilles tendinitis
2017-02-13,Celtics,,Jaylen Brown,placed on IL with strained right hip flexor
2017-02-13,Grizzlies,,Tony Allen,rest (DTD)
2017-02-13,Grizzlies,Chandler Parsons,,returned to lineup
2017-02-13,Heat,Dion Waiters,,returned to lineup
2017-02-13,Magic,Aaron Gordon,,returned to lineup
2017-02-13,Nuggets,,Darrell Arthur,sore left knee (DTD)
2017-02-13,Nuggets,,Wilson Chandler,illness (DTD)
2017-02-13,Pacers,,Lavoy Allen,sore right knee (DTD)
2017-02-13,Pacers,,Rakeem Christmas,placed on IL
2017-02-13,Pacers,Georges Niang,,activated from IL
2017-02-13,Spurs,,Bryn Forbes,placed on IL
2017-02-13,Spurs,Jonathon Simmons,,activated from IL
2017-02-13,Suns,,Ronnie Price,placed on IL
2017-02-13,Suns,Eric Bledsoe,,activated from IL
2017-02-13,Suns,Tyson Chandler,,activated from IL
2017-02-13,Warriors,,Klay Thompson,sore right heel (DTD)
2017-02-13,Magic,Stephen Zimmerman Jr.,,activated from IL
2017-02-13,Blazers,Tim Quarterman,,activated from IL
2017-02-13,Hornets,Chris Andersen,,activated from IL
2017-02-14,Blazers,,Al-Farouq Aminu,sprained left knee (DTD)
2017-02-14,Bulls,Jimmy Butler,,returned to lineup
2017-02-14,Cavaliers,,Kevin Love,placed on IL with recovering from arthroscopic surgery on left knee to remove loose body
2017-02-14,Cavaliers,Iman Shumpert,,returned to lineup
2017-02-14,Hornets,,Miles Plumlee,strained right calf (DTD)
2017-02-14,Lakers,,Thomas Robinson,placed on IL
2017-02-14,Lakers,Marcelo Huertas,,activated from IL
2017-02-14,Raptors,Patrick Patterson,,activated from IL
2017-02-15,Bucks,,Jabari Parker,surgery on left knee to repair torn ACL (out for season)
2017-02-15,Grizzlies,Tony Allen,,returned to lineup
2017-02-15,Kings,,Ty Lawson,strained left adductor muscle (DTD)
2017-02-15,Knicks,,Brandon Jennings,placed on IL with sore left Achilles
2017-02-15,Knicks,Maurice N'dour,,activated from IL
2017-02-15,Magic,,C.J. Watson,sore right Achilles (DTD)
2017-02-15,Mavericks,Andrew Bogut,,activated from IL
2017-02-15,Pacers,,Lavoy Allen,placed on IL with sore right knee
2017-02-15,Pelicans,,Terrence Jones,placed on IL with sprained right thumb
2017-02-15,Raptors,,Patrick Patterson,placed on IL with bruised left knee
2017-02-15,Raptors,,Serge Ibaka,placed on IL
2017-02-15,Rockets,Eric Gordon,,returned to lineup
2017-02-15,Spurs,,Manu Ginobili,left ankle impingement (DTD)
2017-02-15,Timberwolves,,Lance Stephenson,sprained left ankle (DTD)
2017-02-15,Warriors,Klay Thompson,,returned to lineup
2017-02-15,Grizzlies,Jarell Martin,,activated from IL
2017-02-15,Pacers,Rakeem Christmas,,activated from IL
2017-02-15,Grizzlies,,Deyonta Davis,placed on IL
2017-02-15,Pelicans,Cheick Diallo,,activated from IL
2017-02-15,Raptors,Bruno Caboclo,,activated from IL
2017-02-16,Bulls,,Dwyane Wade,placed on IL with illness
2017-02-16,Bulls,,Paul Zipser,left ankle tendinitis (DTD)
2017-02-16,Bulls,Nikola Mirotic,,returned to lineup
2017-02-16,Bulls,Paul Zipser,,activated from IL
2017-02-16,Kings,,Malachi Richardson,torn right hamstring (DTD)
2017-02-16,Pacers,Rakeem Christmas,,activated from IL
2017-02-22,Pelicans,,Omer Asik,illness (DTD)
2017-02-23,Celtics,Chris Wilcox,,activated from IL
